415_2,415_4,415_6,415_8,415_10,415_12,415_14,415_16,415_17,415_18,415_19,415_20,415_21,415_22,415_23,415_24,415_25,415_26,415_27,415_28,415_29,415_30,415_31,415_32,415_33,415_34
,,,,,,,,,,,SOWAHB,,NEK2P2,,,,,LINC01875,LINC00331,SNRPEP10,,,,,
,,,,,,,,,,,SOWAHCP5,,NEK2P4,,,,,LINC01881,LINC00354,SNRPN,,,,,
,,,,,,,,,,,SOX1,,NEK5,,,,,LINC01896,LINC00368,SNTG1,,,,,
,,,,,,,,,,,SOX1-OT,,NEK7,,,,,LINC01901,LINC00378,SNTG2-AS1,,,,,
,,,,,,,,,,,SOX2,,NEK8,,,,,LINC01902,LINC00391,SORCS1,,,,,
,,,,,,,,,,,SOX2-OT,,NEK11,,,,,LINC01905,LINC00411,SOX2,,,,,
,,,,,,,,,,,SOX3,,NELFA,,,,,LINC01915,LINC00452,SOX14,,,,,
,,,,,,,,,,,SOX10,,NELFCD,,,,,LINC01917,LINC00469,SPACA6,,,,,
,,,,,,,,,,,SOX14,,NELL1,,,,,LINC01918,LINC00470,SPACA7,,,,,
,,,,,,,,,,,SOX17,,NELL2,,,,,LINC01919,LINC00485,SPAG11B,,,,,
,,,,,,,,,,,SOX18,,NET1,,,,,LINC01924,LINC00489,SPANXN5,,,,,
,,,,,,,,,,,SOX21,,NETO1,,,,,LINC01933,LINC00507,SPATA3,,,,,
,,,,,,,,,,,SP6,,NETO2,,,,,LINC01937,LINC00514,SPATA8-AS1,,,,,
,,,,,,,,,,,SPAG11A,,NEU1,,,,,LINC01939,LINC00517,SPATA19,,,,,
,,,,,,,,,,,SPAG11B,,NEUROD1,,,,,LINC01951,LINC00523,SPATA31E2P,,,,,
,,,,,,,,,,,SPATA9,,NEUROD2,,,,,LINC01956,LINC00524,SPATA31E3P,,,,,
,,,,,,,,,,,SPATC1,,NEUROD4,,,,,LINC01965,LINC00529,SPDYE20P,,,,,
,,,,,,,,,,,SPATC1L,,NEUROG2-AS1,,,,,LINC01973,LINC00554,SPIN3,,,,,
,,,,,,,,,,,SPDEF,,NEXMIF,,,,,LINC01987,LINC00592,SPINT3,,,,,
,,,,,,,,,,,SPEG,,NF1P4,,,,,LINC01989,LINC00606,SPINT4,,,,,
,,,,,,,,,,,SPHK1,,NF1P6,,,,,LINC01995,LINC00620,SPINT5P,,,,,
,,,,,,,,,,,SPIB,,NF1P7,,,,,LINC02006,LINC00624,SPRING1P1,,,,,
,,,,,,,,,,,SPIRE2,,NF1P8,,,,,LINC02011,LINC00642,SPRN,,,,,
,,,,,,,,,,,SPNS2,,NF1P11,,,,,LINC02016,LINC00652,SPRR2E,,,,,
,,,,,,,,,,,SPNS3,,NF2,,,,,LINC02017,LINC00654,SPRR2F,,,,,
,,,,,,,,,,,SPOCK1,,NFASC,,,,,LINC02019,LINC00658,SPRR2G,,,,,
,,,,,,,,,,,SPOCK2,,NFATC1,,,,,LINC02030,LINC00661,SPRR4,,,,,
,,,,,,,,,,,SPON1,,NFATC2,,,,,LINC02064,LINC00667,SPRR5,,,,,
,,,,,,,,,,,SPON2,,NFATC2IP,,,,,LINC02071,LINC00670,SRMP1,,,,,
,,,,,,,,,,,SPPL2B,,NFATC4,,,,,LINC02073,LINC00836,SRP68,,,,,
,,,,,,,,,,,SPSB4,,NFE2L1,,,,,LINC02074,LINC00840,SRRM4,,,,,
,,,,,,,,,,,SPTAN1,,NFE2L2,,,,,LINC02091,LINC00858,SRSF3P2,,,,,
,,,,,,,,,,,SPTB,,NFIA,,,,,LINC02092,LINC00867,SSBP3P2,,,,,
,,,,,,,,,,,SPTBN1,,NFILZ,,,,,LINC02096,LINC00869,SST,,,,,
,,,,,,,,,,,SPTBN2,,NFKB1,,,,,LINC02103,LINC00877,SSTR1,,,,,
,,,,,,,,,,,SPTBN4,,NFKB2,,,,,LINC02109,LINC00898,SSTR5,,,,,
,,,,,,,,,,,SPTBN5,,NFKBIA,,,,,LINC02114,LINC00904,SSU72P2,,,,,
,,,,,,,,,,,SRC,,NFKBIE,,,,,LINC02116,LINC00905,SSU72P3,,,,,
,,,,,,,,,,,SRCIN1,,NFXL1,,,,,LINC02128,LINC00917,SSU72P4,,,,,
,,,,,,,,,,,SRD5A2,,NFYA,,,,,LINC02129,LINC00922,SSU72P5,,,,,
,,,,,,,,,,,SRGAP2-AS1,,NFYB,,,,,LINC02131,LINC00923,SSU72P6,,,,,
,,,,,,,,,,,SRMS,,NFYCP2,,,,,LINC02135,LINC00927,SSU72P7,,,,,
,,,,,,,,,,,SRRM2-AS1,,NGFR,,,,,LINC02136,LINC00929,SSX2,,,,,
,,,,,,,,,,,SRRM3,,NHEJ1,,,,,LINC02142,LINC00937,SSX2B,,,,,
,,,,,,,,,,,SSBP3,,NHP2,,,,,LINC02145,LINC00943,SSX7,,,,,
,,,,,,,,,,,SSBP4,,NHS,,,,,LINC02150,LINC00955,SSX8P,,,,,
,,,,,,,,,,,SSC5D,,NHSL2,,,,,LINC02152,LINC00989,SSXP1,,,,,
,,,,,,,,,,,SSH3,,NIN,,,,,LINC02153,LINC00993,SSXP4,,,,,
,,,,,,,,,,,SSPOP,,NIPA1,,,,,LINC02162,LINC01001,SSXP5,,,,,
,,,,,,,,,,,SSTR2,,NIPA2P2,,,,,LINC02164,LINC01002,ST8SIA1,,,,,
,,,,,,,,,,,SSTR3,,NIPAL2,,,,,LINC02171,LINC01006,ST8SIA3,,,,,
,,,,,,,,,,,SSTR5-AS1,,NIT1,,,,,LINC02177,LINC01016,ST8SIA5,,,,,
,,,,,,,,,,,SSU72P7,,NKAIN1,,,,,LINC02180,LINC01018,STAB2,,,,,
,,,,,,,,,,,ST3GAL1,,NKAIN1P1,,,,,LINC02188,LINC01019,STK31,,,,,
,,,,,,,,,,,ST6GAL2,,NKAIN1P2,,,,,LINC02189,LINC01029,STKLD1,,,,,
,,,,,,,,,,,ST8SIA2,,NKAIN2,,,,,LINC02190,LINC01060,STMN4,,,,,
,,,,,,,,,,,ST8SIA3,,NKAIN3,,,,,LINC02191,LINC01070,STRADBP1,,,,,
,,,,,,,,,,,ST8SIA6,,NKD1,,,,,LINC02193,LINC01081,STRN,,,,,
,,,,,,,,,,,ST18,,NKILA,,,,,LINC02194,LINC01088,STXBP2,,,,,
,,,,,,,,,,,STAB1,,NKX2-8,,,,,LINC02195,LINC01096,SUCLA2P1,,,,,
,,,,,,,,,,,STAB2,,NKX3-1,,,,,LINC02196,LINC01107,SUCLG2-AS1,,,,,
,,,,,,,,,,,STAC2,,NKX3-2,,,,,LINC02202,LINC01115,SULF1,,,,,
,,,,,,,,,,,STARD3,,NKX6-1,,,,,LINC02203,LINC01119,SUN5,,,,,
,,,,,,,,,,,STARD10,,NKX6-2,,,,,LINC02210-CRHR1,LINC01121,SUPT4H1P2,,,,,
,,,,,,,,,,,STAT5A,,NLE1,,,,,LINC02220,LINC01122,SVOP,,,,,
,,,,,,,,,,,STEAP3,,NLGN1,,,,,LINC02222,LINC01133,SYCE1,,,,,
,,,,,,,,,,,STK10,,NLGN4X,,,,,LINC02236,LINC01134,SYCP1,,,,,
,,,,,,,,,,,STK11,,NLRC5,,,,,LINC02248,LINC01137,SYN2,,,,,
,,,,,,,,,,,STK32B,,NME1,,,,,LINC02251,LINC01138,SYN3,,,,,
,,,,,,,,,,,STK32C,,NMNAT2,,,,,LINC02254,LINC01140,SYNDIG1,,,,,
,,,,,,,,,,,STK33,,NMRK1,,,,,LINC02270,LINC01141,SYNPR,,,,,
,,,,,,,,,,,STK35,,NMT2,,,,,LINC02281,LINC01145,SYP-AS1,,,,,
,,,,,,,,,,,STKLD1,,NMUR2,,,,,LINC02282,LINC01146,SYT4,,,,,
,,,,,,,,,,,STMN3,,NOG,,,,,LINC02285,LINC01147,SYT5,,,,,
,,,,,,,,,,,STPG3-AS1,,NOL4,,,,,LINC02291,LINC01151,SYT10,,,,,
,,,,,,,,,,,STRA6,,NOL4L,,,,,LINC02295,LINC01163,SYT13,,,,,
,,,,,,,,,,,STRN4,,NOMO1,,,,,LINC02297,LINC01166,SYT14,,,,,
,,,,,,,,,,,STUB1,,NOMO2,,,,,LINC02299,LINC01168,SYT16,,,,,
,,,,,,,,,,,STUM,,NOMO3,,,,,LINC02304,LINC01177,SYTL5,,,,,
,,,,,,,,,,,STX1A,,NOP2,,,,,LINC02312,LINC01189,TACR1,,,,,
,,,,,,,,,,,STX1B,,NOP9,,,,,LINC02314,LINC01193,TAF15,,,,,
,,,,,,,,,,,STXBP2,,NOS1,,,,,LINC02315,LINC01194,TAFA1,,,,,
,,,,,,,,,,,SULF2,,NOS1AP,,,,,LINC02320,LINC01201,TAPT1-AS1,,,,,
,,,,,,,,,,,SULT1A4,,NOTCH1,,,,,LINC02325,LINC01202,TARM1,,,,,
,,,,,,,,,,,SULT2B1,,NOTCH2,,,,,LINC02327,LINC01210,TAS1R2,,,,,
,,,,,,,,,,,SUN2,,NOTCH2NLA,,,,,LINC02346,LINC01221,TAS2R39,,,,,
,,,,,,,,,,,SUSD2,,NOTUM,,,,,LINC02349,LINC01227,TAS2R40,,,,,
,,,,,,,,,,,SUSD2P2,,NOVA1,,,,,LINC02351,LINC01231,TAS2R41,,,,,
,,,,,,,,,,,SUSD4,,NPAS3,,,,,LINC02361,LINC01234,TAS2R60,,,,,
,,,,,,,,,,,SV2C,,NPBWR1,,,,,LINC02366,LINC01239,TAS2R62P,,,,,
,,,,,,,,,,,SYCE1,,NPEPPS,,,,,LINC02369,LINC01248,TAT,,,,,
,,,,,,,,,,,SYCP1,,NPHP3,,,,,LINC02370,LINC01250,TBC1D5,,,,,
,,,,,,,,,,,SYN2,,NPHP4,,,,,LINC02371,LINC01257,TBC1D21,,,,,
,,,,,,,,,,,SYNDIG1,,NPHS1,,,,,LINC02391,LINC01282,TBX5-AS1,,,,,
,,,,,,,,,,,SYNDIG1L,,NPIPA5,,,,,LINC02401,LINC01287,TBXAS1,,,,,
,,,,,,,,,,,SYNE1,,NPL,,,,,LINC02411,LINC01289,TC2N,,,,,
,,,,,,,,,,,SYNGR1,,NPM1P36,,,,,LINC02414,LINC01297,TCAF1P1,,,,,
,,,,,,,,,,,SYNGR2,,NPR3,,,,,LINC02417,LINC01301,TCAF2,,,,,
,,,,,,,,,,,SYT2,,NPRL2,,,,,LINC02418,LINC01304,TCAF2C,,,,,
,,,,,,,,,,,SYT5,,NPS,,,,,LINC02440,LINC01310,TCAF2P1,,,,,
,,,,,,,,,,,SYT6,,NPSR1-AS1,,,,,LINC02441,LINC01331,TCEAL2,,,,,
,,,,,,,,,,,SYT7,,NPTX1,,,,,LINC02459,LINC01345,TCEAL6,,,,,
,,,,,,,,,,,SYT8,,NPY,,,,,LINC02463,LINC01346,TCERG1L-AS1,,,,,
,,,,,,,,,,,SYT9,,NR1H2,,,,,LINC02469,LINC01377,TCERG1P2,,,,,
,,,,,,,,,,,SYT12,,NR1H5P,,,,,LINC02495,LINC01388,TCF4,,,,,
,,,,,,,,,,,SYT16,,NR2F1,,,,,LINC02520,LINC01399,TCF4-AS2,,,,,
,,,,,,,,,,,SYT17,,NR2F1-AS1,,,,,LINC02551,LINC01410,TCHHL1,,,,,
,,,,,,,,,,,SYTL3,,NR2F2,,,,,LINC02554,LINC01411,TCP10L2,,,,,
,,,,,,,,,,,TACC2,,NR2F2-AS1,,,,,LINC02559,LINC01414,TCP10L3,,,,,
,,,,,,,,,,,TACR1,,NR2F6,,,,,LINC02571,LINC01415,TCP11X2,,,,,
,,,,,,,,,,,TAF4,,NR3C1,,,,,LINC02575,LINC01422,TCP11X3P,,,,,
,,,,,,,,,,,TAFA1,,NR3C2,,,,,LINC02578,LINC01427,TECTA,,,,,
,,,,,,,,,,,TAFA4,,NR4A1,,,,,LINC02582,LINC01432,TEKT1,,,,,
,,,,,,,,,,,TAFA5,,NRARP,,,,,LINC02584,LINC01435,TEKT4P3,,,,,
,,,,,,,,,,,TAL1,,NRBF2,,,,,LINC02591,LINC01440,TERF2IP,,,,,
,,,,,,,,,,,TAMALIN,,NRBP2,,,,,LINC02593,LINC01445,TEX29,,,,,
,,,,,,,,,,,TANGO2,,NRCAM,,,,,LINC02620,LINC01446,TEX33,,,,,
,,,,,,,,,,,TAS1R3,,NRDE2,,,,,LINC02627,LINC01456,TGFBR3L,,,,,
,,,,,,,,,,,TAS2R41,,NREP,,,,,LINC02632,LINC01470,THNSL2,,,,,
,,,,,,,,,,,TBC1D1,,NRG1,,,,,LINC02636,LINC01471,THORLNC,,,,,
,,,,,,,,,,,TBC1D2B,,NRG2,,,,,LINC02641,LINC01477,THY1,,,,,
,,,,,,,,,,,TBC1D3,,NRG3,,,,,LINC02646,LINC01480,TIFAB,,,,,
,,,,,,,,,,,TBC1D3B,,NRGN,,,,,LINC02654,LINC01498,TIGAR,,,,,
,,,,,,,,,,,TBC1D3E,,NRN1,,,,,LINC02663,LINC01502,TIMP4,,,,,
,,,,,,,,,,,TBC1D3F,,NRP1,,,,,LINC02667,LINC01511,TJP3,,,,,
,,,,,,,,,,,TBC1D3G,,NRSN1,,,,,LINC02674,LINC01517,TLE1P1,,,,,
,,,,,,,,,,,TBC1D3I,,NRSN2-AS1,,,,,LINC02687,LINC01522,TLE7,,,,,
,,,,,,,,,,,TBC1D3K,,NRXN1,,,,,LINC02690,LINC01523,TLK2P1,,,,,
,,,,,,,,,,,TBC1D3P2,,NRXN2,,,,,LINC02691,LINC01524,TLR4,,,,,
,,,,,,,,,,,TBC1D3P4,,NRXN3,,,,,LINC02693,LINC01527,TLR5,,,,,
,,,,,,,,,,,TBC1D5,,NSD2,,,,,LINC02698,LINC01533,TMC2,,,,,
,,,,,,,,,,,TBC1D10C,,NSDHL,,,,,LINC02703,LINC01538,TMCC3,,,,,
,,,,,,,,,,,TBC1D16,,NSFL1C,,,,,LINC02706,LINC01539,TMCO1,,,,,
,,,,,,,,,,,TBC1D22A,,NSG1,,,,,LINC02712,LINC01548,TMCO5A,,,,,
,,,,,,,,,,,TBC1D24,,NSG2,,,,,LINC02714,LINC01550,TMEM25,,,,,
,,,,,,,,,,,TBC1D29P,,NSMAF,,,,,LINC02721,LINC01551,TMEM64,,,,,
,,,,,,,,,,,TBCD,,NSMCE1,,,,,LINC02730,LINC01559,TMEM97P2,,,,,
,,,,,,,,,,,TBKBP1,,NSMCE4A,,,,,LINC02731,LINC01561,TMEM99,,,,,
,,,,,,,,,,,TBL1X,,NSUN2,,,,,LINC02740,LINC01570,TMEM100,,,,,
,,,,,,,,,,,TBX1,,NSUN6,,,,,LINC02741,LINC01572,TMEM108,,,,,
,,,,,,,,,,,TBX2,,NT5C2,,,,,LINC02742,LINC01586,TMEM132C,,,,,
,,,,,,,,,,,TBX5,,NT5C3A,,,,,LINC02743,LINC01587,TMEM132D,,,,,
,,,,,,,,,,,TBX10,,NT5DC3,,,,,LINC02744,LINC01591,TMEM132D-AS1,,,,,
,,,,,,,,,,,TBX21,,NT5E,,,,,LINC02745,LINC01592,TMEM158,,,,,
,,,,,,,,,,,TBXAS1,,NTM,,,,,LINC02749,LINC01611,TMEM163,,,,,
,,,,,,,,,,,TBXT,,NTN1,,,,,LINC02752,LINC01630,TMEM176A,,,,,
,,,,,,,,,,,TC2N,,NTNG1,,,,,LINC02772,LINC01632,TMEM176B,,,,,
,,,,,,,,,,,TCEA2,,NTNG2,,,,,LINC02774,LINC01638,TMEM186,,,,,
,,,,,,,,,,,TCEAL2,,NTPCR,,,,,LINC02780,LINC01639,TMEM220-AS1,,,,,
,,,,,,,,,,,TCERG1L,,NTRK1,,,,,LINC02781,LINC01640,TMEM256P2,,,,,
,,,,,,,,,,,TCF3,,NTRK2,,,,,LINC02786,LINC01643,TMF1P1,,,,,
,,,,,,,,,,,TCF7,,NTRK3,,,,,LINC02794,LINC01644,TMOD2,,,,,
,,,,,,,,,,,TCF15,,NUAK1,,,,,LINC02798,LINC01645,TMPRSS9,,,,,
,,,,,,,,,,,TCF20,,NUAK2,,,,,LINC02801,LINC01646,TMSB15B,,,,,
,,,,,,,,,,,TCF24,,NUB1,,,,,LINC02802,LINC01648,TNFRSF8,,,,,
,,,,,,,,,,,TCHH,,NUBP1,,,,,LINC02808,LINC01654,TNFRSF11A,,,,,
,,,,,,,,,,,TCIRG1,,NUCB2,,,,,LINC02810,LINC01665,TNFRSF13B,,,,,
,,,,,,,,,,,TCP10L2,,NUDC,,,,,LINC02826,LINC01666,TNFSF8,,,,,
,,,,,,,,,,,TCP11X1,,NUDT2,,,,,LINC02827,LINC01675,TNFSF11,,,,,
,,,,,,,,,,,TCTE1,,NUDT7,,,,,LINC02840,LINC01682,TNFSF14,,,,,
,,,,,,,,,,,TEAD3,,NUDT8,,,,,LINC02841,LINC01684,TNN,,,,,
,,,,,,,,,,,TECPR1,,NUDT10,,,,,LINC02854,LINC01692,TNNT1,,,,,
,,,,,,,,,,,TEDC2,,NUDT11,,,,,LINC02858,LINC01698,TNNT2,,,,,
,,,,,,,,,,,TEF,,NUDT18,,,,,LINC02864,LINC01704,TNPO1P2,,,,,
,,,,,,,,,,,TEKT4,,NUMB,,,,,LINC02884,LINC01705,TNPO1P3,,,,,
,,,,,,,,,,,TEKT4P2,,NUMBL,,,,,LINC02885,LINC01718,TOMM20P2,,,,,
,,,,,,,,,,,TENM2,,NUP58,,,,,LINC02887,LINC01721,TOMM22P5,,,,,
,,,,,,,,,,,TENM4,,NUP62,,,,,LINGO1,LINC01722,TOMM40P2,,,,,
,,,,,,,,,,,TENT4B,,NUP88,,,,,LINGO3,LINC01726,TP53TG3,,,,,
,,,,,,,,,,,TERT,,NUP98,,,,,LINP1,LINC01727,TP53TG3B,,,,,
,,,,,,,,,,,TESPA1,,NUP153,,,,,LIPE-AS1,LINC01734,TP53TG3D,,,,,
,,,,,,,,,,,TEX22,,NUS1,,,,,LIPG,LINC01735,TP53TG3E,,,,,
,,,,,,,,,,,TFAP2D,,NUTM2B-AS1,,,,,LLCFC1,LINC01741,TPMTP1,,,,,
,,,,,,,,,,,TFAP2E-AS1,,NWD2,,,,,LMNTD1,LINC01742,TPT1P9,,,,,
,,,,,,,,,,,TFCP2L1,,NXPH1,,,,,LMNTD2-AS1,LINC01746,TPTE,,,,,
,,,,,,,,,,,TFEB,,NXT1,,,,,LMO1,LINC01747,TPTE2,,,,,
,,,,,,,,,,,TFF3,,NXT1-AS1,,,,,LMO2,LINC01749,TRAJ47,,,,,
,,,,,,,,,,,TFR2,,NXT2,,,,,LMX1A,LINC01750,TRAJ49,,,,,
,,,,,,,,,,,TGFA,,OAF,,,,,LMX1A-AS1,LINC01756,TRAJ50,,,,,
,,,,,,,,,,,TGFB1,,OAT,,,,,LNCDAT,LINC01757,TRAJ51,,,,,
,,,,,,,,,,,TGFBR3L,,OBI1,,,,,LNCNEF,LINC01765,TRAJ52,,,,,
,,,,,,,,,,,TGM1,,OBI1-AS1,,,,,LNCOC1,LINC01784,TRAJ53,,,,,
,,,,,,,,,,,TH,,OBSL1,,,,,LNCOG,LINC01791,TRAJ55,,,,,
,,,,,,,,,,,THA1P,,OC90,,,,,LORICRIN,LINC01801,TRAJ57,,,,,
,,,,,,,,,,,THCAT155,,OCEL1,,,,,LOXHD1,LINC01807,TRAJ58,,,,,
,,,,,,,,,,,THEG,,ODC1-DT,,,,,LPA,LINC01808,TRAJ59,,,,,
,,,,,,,,,,,THEM6,,ODF2L,,,,,LPAL2,LINC01810,TRAV1-1,,,,,
,,,,,,,,,,,THOC3,,OGDHL,,,,,LPL,LINC01811,TRAV1-2,,,,,
,,,,,,,,,,,THPO,,OGFRL1,,,,,LPO,LINC01834,TRAV2,,,,,
,,,,,,,,,,,THSD7A,,OGG1,,,,,LRATD1,LINC01837,TRAV3,,,,,
,,,,,,,,,,,THSD7B,,OLA1,,,,,LRFN2,LINC01839,TRAV4,,,,,
,,,,,,,,,,,THY1,,OLFM2,,,,,LRFN5,LINC01847,TRAV8-4,,,,,
,,,,,,,,,,,TIGD3,,OLFM3,,,,,LRP2,LINC01854,TRAV11,,,,,
,,,,,,,,,,,TIGD5,,OLFML2B,,,,,LRRC3-DT,LINC01856,TRAV12-2,,,,,
,,,,,,,,,,,TINAGL1,,OLIG1,,,,,LRRC4C,LINC01861,TRAV16,,,,,
,,,,,,,,,,,TLCD3B,,ONECUT1,,,,,LRRC7,LINC01864,TRAV21,,,,,
,,,,,,,,,,,TLE2,,ONECUT2,,,,,LRRC18,LINC01865,TRAV22,,,,,
,,,,,,,,,,,TLE3,,ONECUT3,,,,,LRRC26,LINC01872,TRAV26-1,,,,,
,,,,,,,,,,,TLE5,,OPCML,,,,,LRRC37A17P,LINC01874,TRAV27,,,,,
,,,,,,,,,,,TLE6,,OPHN1,,,,,LRRC38,LINC01875,TRAV29DV5,,,,,
,,,,,,,,,,,TLL1,,OPN3,,,,,LRRC55,LINC01881,TRAV37,,,,,
,,,,,,,,,,,TLL2,,OR1J1,,,,,LRRC71,LINC01896,TRAV38-1,,,,,
,,,,,,,,,,,TLN2,,OR1L6,,,,,LRRC75A,LINC01901,TRAV38-2DV8,,,,,
,,,,,,,,,,,TLX1NB,,OR1L8,,,,,LRRN2,LINC01902,TRAV39,,,,,
,,,,,,,,,,,TMC4,,OR1X1P,,,,,LRRTM1,LINC01905,TRBC1,,,,,
,,,,,,,,,,,TMC5,,OR2A5,,,,,LRTM1,LINC01915,TRBC2,,,,,
,,,,,,,,,,,TMC6,,OR2A14,,,,,LRTM2,LINC01917,TRBJ1-4,,,,,
,,,,,,,,,,,TMC8,,OR2A25,,,,,LSINCT5,LINC01918,TRBJ2-2,,,,,
,,,,,,,,,,,TMCC3,,OR2F1,,,,,LSP1,LINC01919,TRBV1,,,,,
,,,,,,,,,,,TMCO1,,OR2G2,,,,,LSP1P4,LINC01924,TRBV3-1,,,,,
,,,,,,,,,,,TMEFF2,,OR2G6,,,,,LSP1P5,LINC01929,TRBV4-1,,,,,
,,,,,,,,,,,TMEM25,,OR2M4,,,,,LSR,LINC01933,TRBV5-2,,,,,
,,,,,,,,,,,TMEM52,,OR2T2,,,,,LTBP4,LINC01937,TRBV5-4,,,,,
,,,,,,,,,,,TMEM54,,OR2T5,,,,,LTF,LINC01939,TRBV6-5,,,,,
,,,,,,,,,,,TMEM59L,,OR2T7,,,,,LY6D,LINC01951,TRBV6-6,,,,,
,,,,,,,,,,,TMEM63A,,OR2T29,,,,,LY6E-DT,LINC01954,TRBV6-7,,,,,
,,,,,,,,,,,TMEM63B,,OR2T35,,,,,LY6H,LINC01956,TRBV6-8,,,,,
,,,,,,,,,,,TMEM63C,,OR2W5,,,,,LY6K,LINC01961,TRBV7-2,,,,,
,,,,,,,,,,,TMEM64,,OR2Y1,,,,,LY6L,LINC01965,TRBV7-4,,,,,
,,,,,,,,,,,TMEM72-AS1,,OR3A2,,,,,LYNX1,LINC01973,TRBV7-6,,,,,
,,,,,,,,,,,TMEM88B,,OR4D1,,,,,LYPD4,LINC01987,TRBV7-7,,,,,
,,,,,,,,,,,TMEM94,,OR4D2,,,,,LYPD8,LINC01989,TRBV7-9,,,,,
,,,,,,,,,,,TMEM95,,OR4E1,,,,,LYPD9P,LINC01995,TRBV10-1,,,,,
,,,,,,,,,,,TMEM100,,OR4E2,,,,,LYSMD2,LINC02006,TRBV10-2,,,,,
,,,,,,,,,,,TMEM104,,OR4F5,,,,,LZTFL1,LINC02011,TRBV11-2,,,,,
,,,,,,,,,,,TMEM105,,OR4G1P,,,,,LZTS1,LINC02016,TRBV13,,,,,
,,,,,,,,,,,TMEM114,,OR4G4P,,,,,M1AP,LINC02017,TRBV16,,,,,
,,,,,,,,,,,TMEM121,,OR4H6P,,,,,MACF1,LINC02030,TRBV17,,,,,
,,,,,,,,,,,TMEM121B,,OR4H12P,,,,,MAD2L2,LINC02064,TRBV19,,,,,
,,,,,,,,,,,TMEM130,,OR4K2,,,,,MADCAM1,LINC02071,TRBV22-1,,,,,
,,,,,,,,,,,TMEM132A,,OR4K6P,,,,,MAFA,LINC02073,TRBV23-1,,,,,
,,,,,,,,,,,TMEM132B,,OR4M1,,,,,MAGEA2,LINC02074,TRBV29-1,,,,,
,,,,,,,,,,,TMEM132C,,OR4N1P,,,,,MAGEA2B,LINC02075,TRDJ2,,,,,
,,,,,,,,,,,TMEM132D,,OR4N2,,,,,MAGEA3,LINC02092,TREML2,,,,,
,,,,,,,,,,,TMEM132E,,OR4N5,,,,,MAGEA6,LINC02093,TREML3P,,,,,
,,,,,,,,,,,TMEM145,,OR4Q3,,,,,MAGEA10-MAGEA5,LINC02096,TREML4,,,,,
,,,,,,,,,,,TMEM150B,,OR5AC1,,,,,MAGEA12,LINC02103,TREML5P,,,,,
,,,,,,,,,,,TMEM151A,,OR5AC2,,,,,MAGED4B,LINC02109,TRHDE,,,,,
,,,,,,,,,,,TMEM151B,,OR5E1P,,,,,MAGEL2,LINC02114,TRHDE-AS1,,,,,
,,,,,,,,,,,TMEM178B,,OR5H6,,,,,MALLP2,LINC02124,TRIM5,,,,,
,,,,,,,,,,,TMEM179,,OR5H7P,,,,,MALRD1,LINC02128,TRIM9,,,,,
,,,,,,,,,,,TMEM181,,OR5H14,,,,,MAN1C1,LINC02129,TRIM22,,,,,
,,,,,,,,,,,TMEM184A,,OR5H15,,,,,MAP1B,LINC02131,TRIM26BP,,,,,
,,,,,,,,,,,TMEM184B,,OR5K2,,,,,MAP2K3,LINC02133,TRIM42,,,,,
,,,,,,,,,,,TMEM200A,,OR5K3,,,,,MAP3K21,LINC02135,TRIM51FP,,,,,
,,,,,,,,,,,TMEM204,,OR5K4,,,,,MAP6,LINC02136,TRIM51GP,,,,,
,,,,,,,,,,,TMEM221,,OR5P4P,,,,,MAPK4,LINC02142,TRIM58,,,,,
,,,,,,,,,,,TMEM235,,OR6D1P,,,,,MAPK6P4,LINC02145,TRIM77BP,,,,,
,,,,,,,,,,,TMEM242,,OR6K3,,,,,MAPK6P6,LINC02149,TRMT112P7,,,,,
,,,,,,,,,,,TMEM250,,OR6K4P,,,,,MAPKAP1,LINC02150,TRPC1,,,,,
,,,,,,,,,,,TMEM255B,,OR6M1,,,,,MAPT,LINC02152,TRPC6,,,,,
,,,,,,,,,,,TMEM259,,OR6M2P,,,,,MAPT-AS1,LINC02153,TRPC7,,,,,
,,,,,,,,,,,TMEM266,,OR6P1,,,,,MAPT-IT1,LINC02162,TRPC7-AS2,,,,,
,,,,,,,,,,,TMEM271,,OR8A1,,,,,MARCHF4,LINC02164,TRPM2-AS,,,,,
,,,,,,,,,,,TMEM273,,OR8B10P,,,,,MARCHF11,LINC02171,TRPM3,,,,,
,,,,,,,,,,,TMEM275,,OR8C1P,,,,,MARCHF11-AS1,LINC02177,TRPM8,,,,,
,,,,,,,,,,,TMIE,,OR8D1,,,,,MARCO,LINC02180,TRPV5,,,,,
,,,,,,,,,,,TMIGD2,,OR8D4,,,,,MARK2P14,LINC02188,TRPV6,,,,,
,,,,,,,,,,,TMOD1,,OR8G5,,,,,MAS1,LINC02189,TRY2P,,,,,
,,,,,,,,,,,TMPOP1,,OR9K1P,,,,,MAST4,LINC02190,TSBP1-AS1,,,,,
,,,,,,,,,,,TMPRSS6,,OR9K2,,,,,MATK,LINC02191,TSHZ2,,,,,
,,,,,,,,,,,TMPRSS9,,OR10A3,,,,,MBD3L1,LINC02193,TSHZ3,,,,,
,,,,,,,,,,,TNC,,OR10A6,,,,,MBD3L2,LINC02194,TSPAN2,,,,,
,,,,,,,,,,,TNFAIP2,,OR10AC1,,,,,MBD3L2B,LINC02195,TSPAN11,,,,,
,,,,,,,,,,,TNFAIP8L3,,OR10D4P,,,,,MBD3L3,LINC02196,TSPEAR-AS1,,,,,
