,,,,,,,,,ING3,FABP5,,,,HPS3,PPP3CA,FRMD3,,DLX1,DLX2,,,,,MLH1,HOPX,HIST1H1E,DNMT1,,,,,,HACE1,,KLHL18,RNF8,,,,,,,,,,,,,SOD2,,,,,TTC3P1,TTC3P1
,,,,,,,,,IP6K1,FADS1,,,,HR,PSMB9,FRMPD4,,DLX2,DLX3,,,,,MLH3,HSF4,HIST1H1T,DNMT3A,,,,,,HDAC6,,KLHL2,SEL1L,,,,,,,,,,,,,OAS2,,,,,GSTM4,GSTM4
,,,,,,,,,IPO5,FADS3,,,,HRAS,PSMD5,FUT4,,DLX3,DLX4,,,,,KMT2A,HUWE1,HIST1H2AA,DOT1L,,,,,,HDAC7,,KLHL20,SHARPIN,,,,,,,,,,,,,CSF3,,,,,NCKAP5L,NCKAP5L
,,,,,,,,,NMRK2,RETREG1,,,,HSP90AA2P,PTCD2,FZD10,,DLX4,DLX5,,,,,MNT,IKZF1,HIST1H2AB,DPF3,,,,,,HECTD1,,KLHL21,SKP1,,,,,,,,,,,,,SERPINE1,,,,,SMPD1,SMPD1
,,,,,,,,,ITM2A,FAM174B,,,,HUNK,RAB8B,FZD2,,DMRT1,DMRT1,,,,,MORF4L1,ING1,HIST1H2AC,DPPA3,,,,,,HECTD2,,KLHL22,SKP2,,,,,,,,,,,,,MXD1,,,,,CEBPB,CEBPB
,,,,,,,,,ITPKB,FAM193A,,,,HYAL2,RAP2C,GABRA2,,DMRT2,DMRT2,,,,,MPO,ING2,HIST1H2AD,DPY30,,,,,,HECTD3,,KLHL23,SMURF2,,,,,,,,,,,,,ICAM1,,,,,LTBR,LTBR
,,,,,,,,,JAM3,FAM49B,,,,HYOU1,RAPGEF2,GABRA4,,DMRT3,DMRT3,,,,,MSGN1,ING3,HIST1H2AE,DR1,,,,,,HECW1,,KLHL24,SPOP,,,,,,,,,,,,,ZC3H12A,,,,,FCRLA,FCRLA
,,,,,,,,,KANK2,RMDN1,,,,ICMT,RARB,GAD2,,DNAJC22,DMRTC1,,,,,MSH6,ING4,HIST1H2AG,DSCC1,,,,,,HECW2,,KLHL25,SPOPL,,,,,,,,,,,,,BCL3,,,,,ZBTB47,ZBTB47
,,,,,,,,,KAT2B,FAR2,,,,IDH3A,RASA1,GALNT18,,DNER,DNAJC22,,,,,MSL1,ING5,HIST1H2AH,DSN1,,,,,,HERC1,,KLHL26,STUB1,,,,,,,,,,,,,PFKFB3,,,,,RAB2B,RAB2B
,,,,,,,,,KCNE4,FASN,,,,IFRD2,RBCK1,GALR2,,DNM1P46,DOCK11,,,,,MTA1,INO80,HIST1H2AI,DTX3L,,,,,,HERC2,,KLHL28,SUGT1,,,,,,,,,,,,,OGFR,,,,,SPRYD3,SPRYD3
,,,,,,,,,KCNS3,FASTKD1,,,,IGDCC4,RBM47,GATA2,,DOK6,DOK6,,,,,MTA2,INO80B,HIST1H2AK,DYDC1,,,,,,HERC2P3,,KLHL29,SYVN1,,,,,,,,,,,,,SRI,,,,,AFF4,AFF4
,,,,,,,,,KDM5B,FBXL7,,,,IGSF9,RECQL5,GATA3,,DPF3,DPF3,,,,,MTA3,INO80C,HIST1H2AL,DYDC2,,,,,,HERC3,,KLHL3,ELOB,,,,,,,,,,,,,IFNAR2,,,,,TRAPPC2B,TRAPPC2B
,,,,,,,,,KDM6A,FCER1G,,,,IL10RB,RMND5B,GATA4,,DPP6,DPY19L2,,,,,PWWP3A,IRF4,HIST1H2AM,EED,,,,,,HERC4,,KLHL30,TNFAIP1,,,,,,,,,,,,,FUT4,,,,,FTH1P11,FTH1P11
,,,,,,,,,KIAA0485,FEZ1,,,,IL11RA,RNF141,GATA6,,DPPA3P1,DPY19L2P2,,,,,MYOD1,ITGB3BP,HIST1H2BA,EHMT1,,,,,,HERC5,,KLHL31,TOPORS,,,,,,,,,,,,,IL6ST,,,,,SEPHS2,SEPHS2
,,,,,,,,,KIAA0895,FGF13,,,,IL27RA,RNF168,GBX2,,DPY19L2,DRD4,,,,,MYOG,JAK2,HIST1H2BB,EHMT2,,,,,,HERC6,,KLHL32,TRAF2,,,,,,,,,,,,,TNIP2,,,,,ZSWIM8,ZSWIM8
,,,,,,,,,KIF3A,FGF9,,,,IL6ST,RPIA,GDF6,,DPY19L2P2,DRD5,,,,,NAP1L2,JARID2,HIST1H2BC,ELK4,,,,,,HLTF,,KLHL33,TRAF7,,,,,,,,,,,,,DUSP4,,,,,WBP2,WBP2
,,,,,,,,,KIN,FHL1,,,,ILF3,RPRD1B,GDF7,,DPYSL5,DSC3,,,,,NCAPD2,KDM7A,HIST1H2BD,ELP3,,,,,,HNRNPC,,KLHL34,TRIM21,,,,,,,,,,,,,PROCR,,,,,CHMP1B,CHMP1B
,,,,,,,,,KLF11,FKBP11,,,,IMPDH1,RPS12,GDNF,,DRD5,DSCAML1,,,,,NCAPD3,JMJD1C,HIST1H2BE,ELP4,,,,,,HNRNPK,,KLHL36,TRPC4AP,,,,,,,,,,,,,TLR2,,,,,TUBB4A,TUBB4A
,,,,,,,,,KLF5,FKBP1A,,,,INA,RRAGC,GHR,,DSC3,DSP,,,,,NCOA1,KDM8,HIST1H2BF,ENY2,,,,,,HUWE1,,KLHL38,TSPAN17,,,,,,,,,,,,,OASL,,,,,TUG1,TUG1
,,,,,,,,,KLHDC3,FLNC,,,,INPP4B,RSC1A1,GHSR,,DSCAML1,DUOX1,,,,,NCOA2,JMJD6,HIST1H2BG,EP300,,,,,,IFIH1,,KLHL4,UBE2A,,,,,,,,,,,,,JAK2,,,,,WDR45,WDR45
,,,,,,,,,KLHL21,FNBP1,,,,INPP5A,RWDD2B,GIMAP5,,DUOX1,DUOX2,,,,,NCOA5,KAT2A,HIST1H2BH,EP400,,,,,,INCENP,,KLHL5,UBE2B,,,,,,,,,,,,,C1S,,,,,ZYX,ZYX
,,,,,,,,,KLHL24,FNBP4,,,,INPPL1,RXFP2,GJB2,,DUOX2,DUOXA1,,,,,NCOA6,KAT2B,HIST1H2BI,EPC1,,,,,,IPP,,KLHL7,UBE2C,,,,,,,,,,,,,NMI,,,,,ZNF524,ZNF524
,,,,,,,,,KPNA4,FRMD4B,,,,INS-IGF2,S100PBP,GJD2,,DUOXA1,DUOXA2,,,,,NCOR1,KAT5,HIST1H2BJ,EPC2,,,,,,ITCH,,KLHL8,UBE2D1,,,,,,,,,,,,,UBE2L6,,,,,SLC38A2,SLC38A2
,,,,,,,,,LAMA4,FRY,,,,IPO11,SEMA3A,COLGALT2,,DUOXA2,DUSP4,,,,,NEUROD1,KAT6A,HIST1H2BK,ERCC1,,,,,,JOSD1,,KLHL9,UBE2D2,,,,,,,,,,,,,LAMP3,,,,,SIN3B,SIN3B
,,,,,,,,,LAMB2,MRM2,,,,IQGAP1,SERINC1,GNA14,,DUSP4,EBF1,,,,,NEUROG1,KAT6B,HIST1H2BL,ERCC2,,,,,,JOSD2,,LEO1,UBE2E1,,,,,,,,,,,,,TRIB1,,,,,KDM5B,KDM5B
,,,,,,,,,LAMP1,FXYD5,,,,IQSEC1,SERINC3,GPC5,,DUSP6,ECEL1,,,,,NEUROG3,KAT7,HIST1H2BM,ERCC3,,,,,,KAT2A,,LMO7,UBE2J2,,,,,,,,,,,,,TIPARP,,,,,STAT6,STAT6
,,,,,,,,,LARS2,FXYD6,,,,IRS2,SESN3,GPM6B,,E2F4,EDEM2,,,,,NFATC2,KAT8,HIST1H2BN,ERCC4,,,,,,KLHL41,,LNPEP,UBE2L3,,,,,,,,,,,,,IFIT3,,,,,GLI4,GLI4
,,,,,,,,,LETMD1,FZD5,,,,ISOC2,SGCZ,GPR101,,EBF3,EEF1D,,,,,NFIA,KDM1A,HIST1H2BO,ERCC6L,,,,,,KBTBD11,,LNX1,UBE2N,,,,,,,,,,,,,GFPT2,,,,,RP11-395G23.3,RP11-395G23.3
,,,,,,,,,LMCD1,FZD7,,,,ITGB5,SGK1,GPR12,,ECEL1,EEF2,,,,,NFKB1,KDM1B,HIST1H3A,ERN2,,,,,,KBTBD12,,LONRF1,UBE2S,,,,,,,,,,,,,IFI30,,,,,SLC35C1,SLC35C1
,,,,,,,,,LPAR6,G6PC3,,,,ITPKA,SHKBP1,GPR88,,EDN3,EFNA1,,,,,NFKB2,KDM2A,HIST1H3B,ESCO1,,,,,,KBTBD13,,LRR1,UBE2U,,,,,,,,,,,,,PPP1R15A,,,,,BAX,BAX
,,,,,,,,,LPIN1,GALNT7,,,,KAT5,SHPK,GRIA2,,EFNA1,EFNA3,,,,,NIPBL,KDM2B,HIST1H3C,ESPL1,,,,,,KBTBD2,,LRRC41,UBE2V1,,,,,,,,,,,,,FAM46A,,,,,SLC12A9,SLC12A9
,,,,,,,,,LRRC1,GATAD1,,,,KCNAB3,SIDT2,GRID1,,EFNA3,EGFL6,,,,,NKAP,KDM3A,HIST1H3D,ESR1,,,,,,KBTBD3,,LRSAM1,UBE4A,,,,,,,,,,,,,ELF1,,,,,KHNYN,KHNYN
,,,,,,,,,LRRC8D,GBAP1,,,,KCTD12,SKP2,GRIK1,,EFNB1,EGFR,,,,,NKX2-2,KDM3B,HIST1H3E,EYA1,,,,,,KLHL40,,LTN1,UBE4B,,,,,,,,,,,,,UPP1,,,,,TSC2,TSC2
,,,,,,,,,LSG1,GCH1,,,,KCTD15,SLC10A7,GRIK3,,EGFL6,EGR3,,,,,NKX2-5,KDM4A,HIST1H3F,EYA2,,,,,,KBTBD6,,MAD2L1,UBR1,,,,,,,,,,,,,NOD1,,,,,BORCS7,BORCS7
,,,,,,,,,LSM3,GDF15,,,,KDELC2,SLC16A4,GRIN3A,,EGFLAM,EGR4,,,,,NKX6-1,KDM4B,HIST1H3G,EYA3,,,,,,KBTBD7,,MAGEL2,UBR2,,,,,,,,,,,,,CCL5,,,,,SERTAD1,SERTAD1
,,,,,,,,,LSM5,GDI1,,,,KDM1A,SLC20A2,GRM7,,EGR2,ELAVL1,,,,,NOC2L,KDM4C,HIST1H3H,EYA4,,,,,,KBTBD8,,MALT1,UBR3,,,,,,,,,,,,,FOS,,,,,ELK4,ELK4
,,,,,,,,,LTA4H,GEM,,,,KIAA0100,SLC33A1,GSC,,EGR3,ELAVL2,,,,,NOC3L,KDM4D,HIST1H3I,EZH1,,,,,,KCTD10,,1-Mar,USP33,,,,,,,,,,,,,VAMP8,,,,,MOV10,MOV10
,,,,,,,,,LYRM4,GEMIN6,,,,KIAA0408,SLC35E3,GSC2,,EGR4,ELMOD1,,,,,NONO,KDM4E,HIST1H3J,EZH2,,,,,,KCTD11,,10-Mar,USP47,,,,,,,,,,,,,RTP4,,,,,TRMT12,TRMT12
,,,,,,,,,LZTFL1,GGNBP2,,,,MAP3K21,SLC39A8,GSX1,,EIF4E3,ELOVL2,,,,,NOTCH1,KDM5A,HIST1H4A,ABRAXAS1,,,,,,KCTD13,,11-Mar,VHL,,,,,,,,,,,,,TPBG,,,,,KDELR3,KDELR3
,,,,,,,,,M6PR,GLA,,,,KIF11,SLC7A11,GSX2,,ELAVL3,EML5,,,,,NPM2,KDM5B,HIST1H4B,FANCD2,,,,,,KDM2B,,2-Mar,VHLL,,,,,,,,,,,,,IL23A,,,,,ROGDI,ROGDI
,,,,,,,,,MAGEH1,GLRX2,,,,KIF20A,SLC9A8,GUCY1A1,,ELF4,EMX2,,,,,NR5A1,KDM5C,HIST1H4C,FBL,,,,,,KEAP1,,3-Mar,WWP1,,,,,,,,,,,,,BEST1,,,,,TRMT1,TRMT1
,,,,,,,,,MANSC1,GNAS,,,,KLF11,SLFN5,GUCY2D,,ELMOD1,EN1,,,,,NR5A2,KDM5D,HIST1H4D,FBLL1,,,,,,AREL1,,4-Mar,WWP2,,,,,,,,,,,,,CEBPB,,,,,LTBP3,LTBP3
,,,,,,,,,MAPRE1,GNPTAB,,,,KLF13,SNRK,HAND2,,EML5,EN2,,,,,NSD1,KDM6A,HIST1H4E,FBH1,,,,,,UVSSA,,5-Mar,ZER1,,,,,,,,,,,,,TNFSF15,,,,,GABARAPL1,GABARAPL1
,,,,,,,,,MARCKS,GNS,,,,KMO,SNX11,HBA1,,EMX1,EOMES,,,,,NUP153,KDM6B,HIST1H4F,FBXO4,,,,,,KIAA1586,,6-Mar,ZYG11A,,,,,,,,,,,,,SCN1B,,,,,EVA1B,EVA1B
,,,,,,,,,MASP1,GOLM1,,,,KPNA1,SOAT1,HBA2,,EMX2,EPAS1,,,,,NUP62,KANSL1,HIST1H4H,FBXW7,,,,,,KLHL42,,7-Mar,ZYG11B,,,,,,,,,,,,,P2RY2,,,,,STX16,STX16
,,,,,,,,,MATN2,GOLPH3,,,,LAMTOR1,SOX6,HES2,,EN1,EPB41L4A,,,,,NUPR1,KANSL3,HIST1H4I,FEN1,,,,,,KLHDC7A,,8-Mar,,,,,,,,,,,,,,STAT5A,,,,,AP5Z1,AP5Z1
,,,,,,,,,MBD4,GPAA1,,,,LAMTOR3,SP100,HES7,,EN2,EPB41L4B,,,,,ORC1,L3MBTL1,HIST1H4J,FOXA1,,,,,,KLHDC7B,,9-Mar,,,,,,,,,,,,,,CHST2,,,,,PTPN18,PTPN18
,,,,,,,,,MBNL1,GPM6B,,,,LANCL2,SPRYD3,HEY1,,EOMES,EPHA5,,,,,OVOL2,L3MBTL2,HIST1H4K,FOXA2,,,,,,KLHDC8A,,MDM2,,,,,,,,,,,,,,HIF1A,,,,,HELZ2,HELZ2
,,,,,,,,,MBNL2,GPR107,,,,LARP6,SQSTM1,HHAT,,EPAS1,EPHB1,,,,,PAF1,L3MBTL3,HIST1H4L,FOXA3,,,,,,KLHL1,,MDM4,,,,,,,,,,,,,,ZFP36,,,,,NFKBIA,NFKBIA
,,,,,,,,,MBTPS1,ADGRA3,,,,LGR5,STAT1,HHEX,,EPB41L4A,EPHB3,,,,,PATZ1,L3MBTL4,HIST2H2AA3,FOXP3,,,,,,KLHL10,,MED1,,,,,,,,,,,,,,KLF2,,,,,ARMT1,ARMT1
,,,,,,,,,MCAM,GPR143,,,,BRD3OS,STAT6,HHIP,,EPHA10,EPHX3,,,,,PAX6,LDB1,HIST2H2AA4,G3BP1,,,,,,KLHL12,,MED10,,,,,,,,,,,,,,LPAR1,,,,,GRINA,GRINA
,,,,,,,,,MCM2,ADGRG1,,,,LMNB2,STK38L,HLX,,EPHA4,EPS8,,,,,PBRM1,LEF1,HIST2H2AB,GAR1,,,,,,KLHL13,,MED11,,,,,,,,,,,,,,EHD1,,,,,BLOC1S2,BLOC1S2
,,,,,,,,,MED21,GREB1,,,,,STRA6,HMX2,,EPHA5,ERBB4,,,,,PBX2,LEO1,HIST2H2AC,GATA1,,,,,,KLHL14,,MED12,,,,,,,,,,,,,,PLSCR1,,,,,MICAL1,MICAL1
,,,,,,,,,MEST,GRINA,,,,,STX4,HMX3,,EPHB1,ESAM,,,,,PCGF2,LOXL2,HIST2H2BD,GATA3,,,,,,KLHL15,,MED17,,,,,,,,,,,,,,PDLIM5,,,,,ZBTB4,ZBTB4
,,,,,,,,,MFAP2,GSDMD,,,,LOXHD1,STYXL1,HNF1B,,EPHB3,ESPN,,,,,PCNA,LRWD1,HIST2H2BE,GATAD2B,,,,,,KLHL17,,MED20,,,,,,,,,,,,,,OAS1,,,,,BSDC1,BSDC1
,,,,,,,,,OGA,GSPT1,,,,LOXL1,SUN2,HOXB1,,EPS8,ESX1,,,,,PDX1,MAP3K12,HIST2H2BF,GEM,,,,,,KLHL18,,MED21,,,,,,,,,,,,,,CXCL10,,,,,AMMECR1L,AMMECR1L
,,,,,,,,,MID2,GSS,,,,LOXL2,TACC1,HOXB13,,ERBB4,ESYT3,,,,,PELP1,MAP3K7,HIST2H3A,GFI1B,,,,,,KLHL2,,MED24,,,,,,,,,,,,,,JUNB,,,,,ARHGEF40,ARHGEF40
,,,,,,,,,RIOX2,GTF3A,,,,LPAR3,TAF10,HOXB2,,ERG,ETV7,,,,,PER1,MBD1,HIST2H3C,GINS1,,,,,,KLHL20,,MED27,,,,,,,,,,,,,,PFKP,,,,,WIPI1,WIPI1
,,,,,,,,,MLF1,GUSB,,,,LPCAT1,TBC1D13,HOXB3,,ESAM,EVX1,,,,,PHF12,MBD2,HIST2H3D,GINS2,,,,,,KLHL21,,MED30,,,,,,,,,,,,,,CD274,,,,,ZBTB7B,ZBTB7B
,,,,,,,,,MPPED2,H2AFX,,,,PLPPR2,TBC1D7,HOXB6,,ESPN,EYA2,,,,,PHF13,MBD3,HIST2H4A,GINS4,,,,,,KLHL22,,MED31,,,,,,,,,,,,,,CD55,,,,,NAP1L5,NAP1L5
,,,,,,,,,MRPS18B,HAUS3,,,,LRP8,TBCEL,HOXB7,,ESX1,EYA4,,,,,PHF21A,MBD3L1,HIST2H4B,GPER1,,,,,,KLHL23,,MED7,,,,,,,,,,,,,,TNFSF9,,,,,GREB1,GREB1
,,,,,,,,,MTMR14,HCFC1R1,,,,LRRC17,TCTA,HOXB8,,ESYT3,F2R,,,,,PHF21B,MBD3L2,HIST3H2A,GPS1,,,,,,KLHL24,,MED8,,,,,,,,,,,,,,ADORA2B,,,,,ATP1A1,ATP1A1
,,,,,,,,,MTUS1,HCLS1,,,,LSM14A,TDG,HOXC11,,ETFA,ALKAL1,,,,,PHF8,MBD3L3,HIST3H2BB,HASPIN,,,,,,KLHL25,,MGRN1,,,,,,,,,,,,,,ETS2,,,,,TRPT1,TRPT1
,,,,,,,,,MZT2B,HDAC1,,,,LSM7,TDRKH,HOXC12,,EYA2,FAM163A,,,,,PITX2,MBD3L4,HIST3H3,GTF2H1,,,,,,KLHL26,,MIB1,,,,,,,,,,,,,,OAS3,,,,,ITPRIPL2,ITPRIPL2
,,,,,,,,,NAA50,HDAC4,,,,LUZP1,TIGD1,HOXC4,,F2R,FAM168B,,,,,PKN1,MBD3L5,HIST4H4,GTF2H2,,,,,,KLHL28,,MIB2,,,,,,,,,,,,,,CASP8,,,,,ACTR10,ACTR10
,,,,,,,,,NAP1L1,HERC2,,,,MACF1,TM7SF3,HOXC5,,AMER2,TAFA4,,,,,PLAC8,MBIP,HJURP,GTF2H3,,,,,,KLHL29,,MID2,,,,,,,,,,,,,,ISG15,,,,,IRS2,IRS2
,,,,,,,,,NAP1L2,HK2,,,,MAP3K12,TMBIM1,HOXC6,,FAM129A,FAM43B,,,,,POLA1,MBTD1,HLCS,GTF2H4,,,,,,KLHL3,,MKRN1,,,,,,,,,,,,,,WARS,,,,,KLHDC8B,KLHDC8B
,,,,,,,,,NARS2,HLA-B,,,,MAPK1IP1L,TMED8,HOXC8,,ALKAL1,BRINP2,,,,,POLD1,MCRS1,HLTF,GTF2H5,,,,,,KLHL30,,MKRN2,,,,,,,,,,,,,,SLC7A2,,,,,OGT,OGT
,,,,,,,,,NCKIPSD,HLA-C,,,,MAPK3,TMEM127,HOXD1,,SHISAL2A,BRINP3,,,,,POLE,MEAF6,HMG20A,GTF3C4,,,,,,KLHL31,,MKRN3,,,,,,,,,,,,,,TNFRSF1B,,,,,WDR73,WDR73
,,,,,,,,,NDN,HLA-DMA,,,,MBOAT7,TMEM144,HOXD12,,FAM163A,FAM81A,,,,,POLG,MECOM,HMG20B,H1F0,,,,,,KLHL32,,MKRN4P,,,,,,,,,,,,,,PARP14,,,,,PIGM,PIGM
,,,,,,,,,NDUFAF3,HLA-DPA1,,,,MCAM,TMEM164,HOXD13,,TAFA4,FAM84A,,,,,POLQ,MECP2,HMGA1,H1FNT,,,,,,KLHL33,,MSL2,,,,,,,,,,,,,,FAS,,,,,AGA,AGA
,,,,,,,,,NDUFB4,HLA-DPB1,,,,MED13L,TMEM175,HOXD3,,FAM24B,FAM89A,,,,,POLR2B,MED24,HMGA2,H1FOO,,,,,,KLHL34,,MUL1,,,,,,,,,,,,,,SAMD9,,,,,ZKSCAN8,ZKSCAN8
,,,,,,,,,NDUFB5,HLA-DRA,,,,MED15,TMEM179B,HOXD4,,FAM43B,FARSA,,,,,POLR3A,MEN1,HMGB1,H1FX,,,,,,KLHL36,,MYCBP2,,,,,,,,,,,,,,EIF1,,,,,ENDOD1,ENDOD1
,,,,,,,,,NEDD9,HLA-DRB1,,,,MFAP4,TMEM63A,HOXD8,,TENT5C,FBLN7,,,,,POLR3D,MIS18A,HMGB2,H2AFB1,,,,,,KLHL38,,MYLIP,,,,,,,,,,,,,,CD74,,,,,BECN1,BECN1
,,,,,,,,,NEK4,HLA-E,,,,MFSD2A,SARAF,HOXD9,,BRINP2,FBN2,,,,,POU1F1,MIS18BP1,HMGN3,H2AFB2,,,,,,KLHL4,,NAIP,,,,,,,,,,,,,,TOR1B,,,,,MAP2K3,MAP2K3
,,,,,,,,,NFE2L1,HLA-F,,,,MGAT1,TNFAIP3,HPCAL4,,BRINP3,FBP1,,,,,POU2F1,CENPU,HMGN5,H2AFB3,,,,,,KLHL5,,NEDD4,,,,,,,,,,,,,,PTPN2,,,,,NKIRAS2,NKIRAS2
,,,,,,,,,NFIB,HLA-G,,,,KMT2A,TNFRSF9,HPSE2,,RIPOR1,FBXL14,,,,,POU4F2,KMT2A,HNRNPC,H2AFJ,,,,,,KLHL7,,NEDD4L,,,,,,,,,,,,,,MARCKS,,,,,KIAA0430,KIAA0430
,,,,,,,,,NFYC,HLA-J,,,,MMP2,TOP1P1,HRK,,TMEM255A,FBXL8,,,,,PPARG,KMT2B,HOPX,H2AFV,,,,,,KLHL8,,NEURL1,,,,,,,,,,,,,,ST8SIA4,,,,,CCDC71L,CCDC71L
,,,,,,,,,NIPSNAP1,HMGB2,,,,MPP1,TOR1B,HS3ST3B1,,FAM81A,FBXO3,,,,,PPARGC1A,KMT2C,HP1BP3,H2AFX,,,,,,KLHL9,,NEURL1B,,,,,,,,,,,,,,SEMA4D,,,,,LEPROT,LEPROT
,,,,,,,,,NKTR,HMGXB3,,,,MPRIP,TPM3,HS6ST1P1,,FAM84A,FBXO39,,,,,PRDM13,KMT2B,HSF4,H2AFY,,,,,,L3MBTL2,,NEURL2,,,,,,,,,,,,,,LYSMD2,,,,,GRN,GRN
,,,,,,,,,NMD3,HNRNPA1,,,,MRM1,TPP1,HS6ST3,,FAM89A,FERD3L,,,,,PRDM14,KMT2E,HUWE1,H2AFY2,,,,,,LEO1,,NEURL3,,,,,,,,,,,,,,ATF3,,,,,HPS5,HPS5
,,,,,,,,,NMT2,HNRNPD,,,,MRPS35,RO60,HSF4,,FBLN7,FEV,,,,,PRKAA1,MORF4L1,IKZF1,H2AFZ,,,,,,LMO7,,NEUROD2,,,,,,,,,,,,,,FOSB,,,,,PPCS,PPCS
,,,,,,,,,NOL7,HNRNPDL,,,,MRPS6,TSPAN31,HSPA6,,FBN1,FEZ1,,,,,PRKAA2,MORF4L2,ING1,H2BFM,,,,,,LNPEP,,NFE2L2,,,,,,,,,,,,,,PSMB10,,,,,LIMD2,LIMD2
,,,,,,,,,NONO,RIDA,,,,MSX2,TSPYL5,HTR1A,,FBN2,FEZF2,,,,,PRKCB,MSL1,ING2,H2BFS,,,,,,LNX1,,NHLRC1,,,,,,,,,,,,,,ISOC1,,,,,SIRT6,SIRT6
,,,,,,,,,NPM1,HSD17B12,,,,MTFP1,UBE4B,HTR2C,,FBP1,FGF10,,,,,PRMT6,MSL2,ING3,H2BFWT,,,,,,,,NLRC4,,,,,,,,,,,,,,PSMA3,,,,,CHMP2A,CHMP2A
,,,,,,,,,NR4A3,HSPB8,,,,MTHFS,UNKL,HTR7,,FBXL8,FGF20,,,,,PROP1,MSL3,ING4,H3F3A,,,,,,,,NPEPPS,,,,,,,,,,,,,,IFNGR2,,,,,CYB5R1,CYB5R1
,,,,,,,,,NRIP1,HSPH1,,,,MTMR1,UROS,ICAM5,,FBXO3,FGF3,,,,,PSIP1,MSL3P1,ING5,H3F3B,,,,,,,,NSMCE1,,,,,,,,,,,,,,SMAD3,,,,,TMEM69,TMEM69
,,,,,,,,,NRP2,HTATIP2,,,,MTMR6,VEZT,IGF2-AS,,FBXO39,FGF5,,,,,PTF1A,MT3,INO80,HAT1,,,,,,,,NUB1,,,,,,,,,,,,,,RIPK2,,,,,CMTR2,CMTR2
,,,,,,,,,NT5DC2,HTRA1,,,,MTPN,VPS36,IGSF21,,FEV,FGF9,,,,,PYGO2,MTA1,INO80B,HCFC1,,,,,,,,OS9,,,,,,,,,,,,,,1-Mar,,,,,CDIPT,CDIPT
,,,,,,,,,NUDT21,IARS,,,,BLOC1S5,WEE1,IKZF3,,FEZ1,FIGLA,,,,,RAD51,MTA2,INO80C,HDAC1,,,,,,,,PAF1,,,,,,,,,,,,,,DHX58,,,,,PRAF2,PRAF2
,,,,,,,,,OSBPL10,IDE,,,,MYB,WNT10A,IL1RAPL2,,FEZF2,FLI1,,,,,RAG2,MTA3,IPO4,HDAC10,,,,,,,,PRKN,,,,,,,,,,,,,,IL4R,,,,,DAPK3,DAPK3
,,,,,,,,,OSBPL2,IDH2,,,,MYBBP1A,YIPF4,IL7,,FGF13,,,,,,RAN,MTF2,IRF4,HDAC11,,,,,,,,PAX6,,,,,,,,,,,,,,TRIM5,,,,,AEN,AEN
,,,,,,,,,PALLD,IER3,,,,NCLN,ZBTB41,ILDR2,,FGF20,,,,,,RARA,MYB,ITGB3BP,HDAC2,,,,,,,,PCGF1,,,,,,,,,,,,,,LITAF,,,,,EMC3,EMC3
,,,,,,,,,PARL,IER5,,,,NCOA5,ZDHHC12,INA,,FGF3,,,,,,RBBP4,MYC,JAK2,HDAC3,,,,,,,,PCNP,,,,,,,,,,,,,,B4GALT5,,,,,CREB3L4,CREB3L4
,,,,,,,,,PBX1,IFFO1,,,,NCOR2,ZDHHC4,INSM2,,FGF5,,,,,,RBMX,MYOD1,JARID2,HDAC4,,,,,,,,PDZRN3,,,,,,,,,,,,,,NLRP3,,,,,ARMCX3,ARMCX3
,,,,,,,,,PCLO,IFI16,,,,NDN,ZFYVE1,INSRR,,FGF9,,,,,,RBPJ,MYSM1,KDM7A,HDAC5,,,,,,LONRF1,,PDZRN4,,,,,,,,,,,,,,ITGB3,,,,,NAIF1,NAIF1
,,,,,,,,,PCNP,IFITM1,,,,NDUFA5,ZFYVE26,IRX3,,FIGLA,FLRT2,,,,,RBPJL,NAA50,JMJD1C,HDAC6,,,,,,LRR1,,PELI1,,,,,,,,,,,,,,CIITA,,,,,CREB3,CREB3
,,,,,,,,,PCOLCE2,IFITM2,,,,NEIL2,,IRX4,,FLI1,FNDC1,,,,,RCC1,NAA60,KDM8,HDAC7,,,,,,LRRC41,,PELI2,,,,,,,,,,,,,,IFITM1,,,,,MAPK11,MAPK11
,,,,,,,,,PDCD10,IFITM3,,,,NELL2,,IRX5,,,FOS,,,,,NELFE,NACC2,JMJD6,HDAC8,,,,,,LRSAM1,,PELI3,,,,,,,,,,,,,,PIM1,,,,,P2RX4,P2RX4
,,,,,,,,,PDCD4,IFNGR1,,,,NEO1,,ISL1,,,FOXA2,,,,,REL,NASP,KAT2A,HDAC9,,,,,,LTN1,,PEX12,,,,,,,,,,,,,,BTG3,,,,,CCND1,CCND1
,,,,,,,,,PDE4B,IGF2R,,,,NFYA,,ISL2,,,FOXB1,,,,,RELA,NCOA1,KAT2B,HELB,,,,,,MAD2L1,,PHC1,,,,,,,,,,,,,,CD44,,,,,TIGD2,TIGD2
,,,,,,,,,PDE4D,IGFBP7,,,,NID1,,ITGA4,,,FOXC1,,,,,RELB,NCOA2,KAT5,HELLS,,,,,,MAGEL2,,PHOSPHO2-KLHL23,,,,,,,,,,,,,,PLK2,,,,,RP5-1039K5.12,RP5-1039K5.12
,,,,,,,,,PDGFC,IMPA1,,,,NKX2-2,,ITPKA,,,FOXD2,,,,,RERE,NCOA3,KAT6A,HHEX,,,,,,MALT1,,PINK1,,,,,,,,,,,,,,DRAM1,,,,,FBRS,FBRS
